,,,"East West University
Offered Courses (Fall - 25)",


Course,Section,Faculty,Capacity,Timing
PHRM7202,2,JOYA,29/38,W 11:35 AM - 12:50 PM
PHRM7202,3,"FARHA
NA",32/38,S 01:00 PM - 02:15 PM
PHRM7202,3,"FARHA
NA",32/38,W 01:00 PM - 02:15 PM
PHRM7203,1,NGST,29/38,M 11:35 AM - 12:50 PM
PHRM7203,1,NGST,29/38,R 11:35 AM - 12:50 PM
PHRM7203,2,RG,33/40,M 01:00 PM - 02:15 PM
PHRM7203,2,RG,33/40,R 01:00 PM - 02:15 PM
PHRM7203,3,RG,27/36,M 02:25 PM - 03:40 PM
PHRM7203,3,RG,27/36,R 02:25 PM - 03:40 PM
"PHRM7203-
L",1,TBA,0/0,M 01:00 PM - 02:15 PM
"PHRM7203-
L",2,TBA,18/25,S 03:50 PM - 05:05 PM
"PHRM7203-
L",3,SNR,18/25,M 11:35 AM - 12:50 PM
"PHRM7203-
L",4,RG,14/25,R 11:35 AM - 12:50 PM
"PHRM7203-
L",5,RIPA,20/25,R 01:00 PM - 02:15 PM
"PHRM7203-
L",6,RIPA,19/25,R 02:25 PM - 03:40 PM
PHRM7204,1,"SUSMIT
A",34/40,M 02:25 PM - 03:40 PM
PHRM7204,1,"SUSMIT
A",34/40,R 02:25 PM - 03:40 PM
PHRM7204,2,"FARHA
NA",27/36,M 11:35 AM - 12:50 PM
PHRM7204,2,"FARHA
NA",27/36,R 11:35 AM - 12:50 PM
PHRM7204,3,"FARHA
NA",30/37,M 01:00 PM - 02:15 PM
PHRM7204,3,"FARHA
NA",30/37,R 01:00 PM - 02:15 PM
PHRM7209,1,DCFH,43/45,T 01:00 PM - 02:15 PM
PHRM7209,4,DARI,46/46,T 11:35 AM - 12:50 PM

PHRM7301,1,RIPA,29/40,M 10:10 AM - 11:25 AM
PHRM7301,1,RIPA,29/40,W 10:10 AM - 11:25 AM
PHRM7301,2,DSAI,31/40,M 11:35 AM - 12:50 PM
PHRM7301,2,DSAI,31/40,W 11:35 AM - 12:50 PM
PHRM7301,3,RIPA,31/39,M 01:00 PM - 02:15 PM
PHRM7301,3,RIPA,31/39,W 01:00 PM - 02:15 PM
"PHRM7301-
L",1,JAHID,22/25,S 10:10 AM - 11:25 AM
"PHRM7301-
L",2,"SUSMIT
A",21/25,S 11:35 AM - 12:50 PM
"PHRM7301-
L",3,TBA,20/25,S 01:00 PM - 02:15 PM
"PHRM7301-
L",4,"FARHA
NA",17/24,S 02:25 PM - 03:40 PM
"PHRM7301-
L",5,DRKD,10/25,S 03:50 PM - 05:05 PM
PHRM7302,1,NAZIFA,30/35,M 11:35 AM - 12:50 PM
PHRM7302,1,NAZIFA,30/35,W 11:35 AM - 12:50 PM
PHRM7302,2,TBA,27/35,M 01:00 PM - 02:15 PM
PHRM7302,2,TBA,27/35,W 01:00 PM - 02:15 PM
PHRM7302,3,NAZIFA,35/38,M 10:10 AM - 11:25 AM
PHRM7302,3,NAZIFA,35/38,W 10:10 AM - 11:25 AM
"PHRM7302-
L",1,NGST,18/25,M 10:10 AM - 11:25 AM
"PHRM7302-
L",2,JOYA,10/25,M 11:35 AM - 12:50 PM
"PHRM7302-
L",3,ABIDA,20/25,M 01:00 PM - 02:15 PM
"PHRM7302-
L",4,JAHID,12/25,W 10:10 AM - 11:25 AM
"PHRM7302-
L",5,ZISLAM,21/25,W 11:35 AM - 12:50 PM
"PHRM7302-
L",6,NAZIFA,12/25,W 01:00 PM - 02:15 PM
PHRM7303,1,DRJA,37/40,T 10:10 AM - 11:25 AM

PHRM7303,1,DRJA,37/40,R 10:10 AM - 11:25 AM
PHRM7303,2,DRJA,36/39,T 11:35 AM - 12:50 PM
PHRM7303,2,DRJA,36/39,R 11:35 AM - 12:50 PM
PHRM7303,3,SHIPA,21/38,T 01:00 PM - 02:15 PM
PHRM7303,3,SHIPA,21/38,R 01:00 PM - 02:15 PM
"PHRM7303-
L",1,DRJA,15/24,M 10:10 AM - 11:25 AM
"PHRM7303-
L",2,DRJA,22/25,M 11:35 AM - 12:50 PM
"PHRM7303-
L",3,JOYA,14/25,M 01:00 PM - 02:15 PM
"PHRM7303-
L",4,TBA,24/26,W 03:50 PM - 05:05 PM
"PHRM7303-
L",5,TBA,0/0,W 11:35 AM - 12:50 PM
"PHRM7303-
L",6,DSAI,20/25,W 01:00 PM - 02:15 PM
PHRM7304,1,NZH,37/40,T 11:35 AM - 12:50 PM
PHRM7304,1,NZH,37/40,R 11:35 AM - 12:50 PM
PHRM7304,2,NZH,35/35,T 01:00 PM - 02:15 PM
PHRM7304,2,NZH,35/35,R 01:00 PM - 02:15 PM
PHRM7304,3,ZISLAM,19/40,S 02:25 PM - 03:40 PM
PHRM7304,3,ZISLAM,19/40,T 08:45 AM - 10:00 AM
"PHRM7304-
L",1,NZH,22/25,T 10:10 AM - 11:25 AM
"PHRM7304-
L",2,TBA,13/25,T 01:00 PM - 02:15 PM
"PHRM7304-
L",3,TBA,0/0,T 08:45 AM - 10:00 AM
"PHRM7304-
L",4,NZH,21/25,R 10:10 AM - 11:25 AM
"PHRM7304-
L",5,JOYA,17/25,R 01:00 PM - 02:15 PM
"PHRM7304-
L",6,"FARHA
NA",17/25,R 02:25 PM - 03:40 PM
PHRM7401,1,FKH,17/35,T 11:35 AM - 12:50 PM

PHRM7401,1,FKH,17/35,R 11:35 AM - 12:50 PM
PHRM7401,2,JAHID,36/36,M 01:00 PM - 02:15 PM
PHRM7401,2,JAHID,36/36,R 01:00 PM - 02:15 PM
PHRM7401,3,FKH,37/38,M 03:50 PM - 05:05 PM
PHRM7401,3,FKH,37/38,R 03:50 PM - 05:05 PM
"PHRM7401-
L",1,ABIDA,20/25,M 02:25 PM - 03:40 PM
"PHRM7401-
L",2,SHIPA,15/24,M 10:10 AM - 11:25 AM
"PHRM7401-
L",3,DSAI,16/25,T 01:00 PM - 02:15 PM
"PHRM7401-
L",4,SHIPA,18/23,T 10:10 AM - 11:25 AM
"PHRM7401-
L",5,RIPA,20/25,T 01:00 PM - 02:15 PM
PHRM7402,1,RG,26/39,S 10:10 AM - 11:25 AM
PHRM7402,1,RG,26/39,W 10:10 AM - 11:25 AM
PHRM7402,2,RG,35/36,S 11:35 AM - 12:50 PM
PHRM7402,2,RG,35/36,W 11:35 AM - 12:50 PM
PHRM7402,3,JAHID,25/25,S 01:00 PM - 02:15 PM
PHRM7402,3,JAHID,25/25,W 01:00 PM - 02:15 PM
PHRM7403,1,RNR,31/38,M 01:00 PM - 02:15 PM
PHRM7403,1,RNR,31/38,R 01:00 PM - 02:15 PM
PHRM7403,2,RNR,24/40,M 03:50 PM - 05:05 PM
PHRM7403,2,RNR,24/40,R 03:50 PM - 05:05 PM
PHRM7403,3,DMRHQ,35/39,M 10:10 AM - 11:25 AM
PHRM7403,3,DMRHQ,35/39,R 10:10 AM - 11:25 AM
PHRM7404,1,SHIPA,30/37,S 11:35 AM - 12:50 PM
PHRM7404,1,SHIPA,30/37,W 11:35 AM - 12:50 PM

PHRM7404,2,ABIDA,24/38,S 02:25 PM - 03:40 PM
PHRM7404,2,ABIDA,24/38,W 02:25 PM - 03:40 PM
PHRM7404,3,SHIPA,34/37,S 10:10 AM - 11:25 AM
PHRM7404,3,SHIPA,34/37,W 10:10 AM - 11:25 AM
PHRM7405,1,RIPA,45/45,T 08:45 AM - 10:00 AM
PHRM7405,1,RIPA,45/45,R 08:45 AM - 10:00 AM
PHRM7405,2,RIPA,42/44,M 11:35 AM - 12:50 PM
PHRM7405,2,RIPA,42/44,R 11:35 AM - 12:50 PM
PHRM7405,3,TBA,0/0,R 02:25 PM - 03:40 PM
PHRM7405,3,TBA,0/0,S 03:50 PM - 05:05 PM
PHRM7409,1,TBA,44/45,S 03:50 PM - 05:05 PM
PHRM7409,2,TBA,42/45,W 03:50 PM - 05:05 PM
PHRM7501,1,FARUK,43/43,S 01:00 PM - 02:15 PM
PHRM7501,1,FARUK,43/43,T 01:00 PM - 02:15 PM
PHRM7501,2,FARUK,39/41,S 02:25 PM - 03:40 PM
PHRM7501,2,FARUK,39/41,R 02:25 PM - 03:40 PM
"PHRM7501-
L",1,DARI,20/22,S 10:10 AM - 11:25 AM
"PHRM7501-
L",2,DSAI,20/21,T 03:50 PM - 05:05 PM
"PHRM7501-
L",3,DARI,21/25,T 10:10 AM - 11:25 AM
"PHRM7501-
L",4,RG,21/23,T 11:35 AM - 12:50 PM
PHRM7502,1,MNR,31/31,S 02:25 PM - 03:40 PM
PHRM7502,1,MNR,31/31,R 02:25 PM - 03:40 PM
PHRM7502,2,"SUSMIT
A",35/36,S 01:00 PM - 02:15 PM
PHRM7502,2,"SUSMIT
A",35/36,T 01:00 PM - 02:15 PM

PHRM7502,3,MNR,19/19,M 10:10 AM - 11:25 AM
PHRM7502,3,MNR,19/19,R 10:10 AM - 11:25 AM
"PHRM7502-
L",1,NZH,22/22,S 10:10 AM - 11:25 AM
"PHRM7502-
L",2,DRJA,22/22,S 11:35 AM - 12:50 PM
"PHRM7502-
L",3,DRKD,22/23,T 02:25 PM - 03:40 PM
"PHRM7502-
L",4,JOYA,22/22,T 11:35 AM - 12:50 PM
PHRM7503,1,DJAC,41/41,M 02:25 PM - 03:40 PM
PHRM7503,1,DJAC,41/41,W 02:25 PM - 03:40 PM
PHRM7503,2,DJAC,41/41,M 03:50 PM - 05:05 PM
PHRM7503,2,DJAC,41/41,W 03:50 PM - 05:05 PM
PHRM7504,1,SHIPA,40/41,M 03:50 PM - 05:05 PM
PHRM7504,1,SHIPA,40/41,W 03:50 PM - 05:05 PM
PHRM7504,2,SHIPA,42/42,M 02:25 PM - 03:40 PM
PHRM7504,2,SHIPA,42/42,W 02:25 PM - 03:40 PM
PHRM7504,3,TBA,0/0,S 08:45 AM - 10:00 AM
PHRM7504,3,TBA,0/0,T 08:45 AM - 10:00 AM
"PHRM7504-
L",1,TBA,-1/0,M 11:35 AM - 12:50 PM
"PHRM7504-
L",2,"SUSMIT
A",21/25,M 01:00 PM - 02:15 PM
"PHRM7504-
L",3,FARUK,23/25,W 11:35 AM - 12:50 PM
"PHRM7504-
L",4,FARUK,20/23,W 01:00 PM - 02:15 PM
"PHRM7504-
L",5,TBA,0/0,M 10:10 AM - 11:25 AM
"PHRM7504-
L",6,TBA,17/22,T 08:45 AM - 10:00 AM
PHRM7505,1,ABIDA,42/42,M 11:35 AM - 12:50 PM
PHRM7505,1,ABIDA,42/42,R 11:35 AM - 12:50 PM

PHRM7505,2,ABIDA,43/43,S 03:50 PM - 05:05 PM
PHRM7505,2,ABIDA,43/43,R 03:50 PM - 05:05 PM
PHRM7505,3,TBA,0/0,T 10:10 AM - 11:25 AM
PHRM7505,3,TBA,0/0,R 01:00 PM - 02:15 PM
"PHRM7505-
L",1,NGST,22/22,R 10:10 AM - 11:25 AM
"PHRM7505-
L",2,DSAI,25/25,R 01:00 PM - 02:15 PM
"PHRM7505-
L",3,FKH,24/24,W 01:00 PM - 02:15 PM
"PHRM7505-
L",4,DSAI,17/24,W 10:10 AM - 11:25 AM
PHRM7601,1,FKH,32/35,T 08:45 AM - 10:00 AM
PHRM7601,1,FKH,32/35,R 08:45 AM - 10:00 AM
PHRM7601,2,FKH,16/30,T 10:10 AM - 11:25 AM
PHRM7601,2,FKH,16/30,R 10:10 AM - 11:25 AM
PHRM7601,3,ZISLAM,35/36,S 11:35 AM - 12:50 PM
PHRM7601,3,ZISLAM,35/36,T 11:35 AM - 12:50 PM
"PHRM7601-
L",1,NAZIFA,24/24,R 11:35 AM - 12:50 PM
"PHRM7601-
L",2,DMRHQ,23/23,R 01:00 PM - 02:15 PM
"PHRM7601-
L",3,ABIDA,9/19,R 10:10 AM - 11:25 AM
"PHRM7601-
L",4,RG,23/23,M 10:10 AM - 11:25 AM
PHRM7602,1,JOYA,37/40,S 08:45 AM - 10:00 AM
PHRM7602,1,JOYA,37/40,T 08:45 AM - 10:00 AM
PHRM7602,2,DRJA,41/41,S 10:10 AM - 11:25 AM
PHRM7602,2,DRJA,41/41,W 02:25 PM - 03:40 PM
"PHRM7602-
L",1,DMSFR,14/25,T 11:35 AM - 12:50 PM
"PHRM7602-
L",2,JOYA,22/25,T 10:10 AM - 11:25 AM

"PHRM7602-
L",3,TBA,20/25,S 11:35 AM - 12:50 PM
"PHRM7602-
L",4,FKH,22/25,S 01:00 PM - 02:15 PM
PHRM7603,1,NZH,30/35,S 02:25 PM - 03:40 PM
PHRM7603,1,NZH,30/35,W 02:25 PM - 03:40 PM
PHRM7603,2,NZH,16/30,S 03:50 PM - 05:05 PM
PHRM7603,2,NZH,16/30,R 03:50 PM - 05:05 PM
PHRM7603,3,"FARHA
NA",32/35,S 03:50 PM - 05:05 PM
PHRM7603,3,"FARHA
NA",32/35,W 03:50 PM - 05:05 PM
PHRM7604,1,"SUSMIT
A",36/40,M 03:50 PM - 05:05 PM
PHRM7604,1,"SUSMIT
A",36/40,R 10:10 AM - 11:25 AM
PHRM7604,2,JAHID,43/45,R 03:50 PM - 05:05 PM
PHRM7604,2,JAHID,43/45,M 02:25 PM - 03:40 PM
"PHRM7604-
L",1,TBA,22/25,W 10:10 AM - 11:25 AM
"PHRM7604-
L",2,ABIDA,22/25,W 11:35 AM - 12:50 PM
"PHRM7604-
L",3,JAHID,13/25,R 11:35 AM - 12:50 PM
"PHRM7604-
L",4,DMRHQ,18/25,M 11:35 AM - 12:50 PM
PHRM7605,1,MNR,37/37,MW 08:45 AM - 10:00 AM
PHRM7605,2,JOYA,37/40,MW 08:45 AM - 10:00 AM
"PHRM7605-
L",1,TBA,16/25,M 10:10 AM - 11:25 AM
"PHRM7605-
L",2,FKH,22/25,M 01:00 PM - 02:15 PM
"PHRM7605-
L",3,ZISLAM,13/25,T 10:10 AM - 11:25 AM
"PHRM7605-
L",4,TBA,22/25,T 01:00 PM - 02:15 PM
PHRM7609,1,TBA,40/45,R 02:25 PM - 03:40 PM
PHRM7609,2,TBA,40/45,R 02:25 PM - 03:40 PM

PHRM9510,1,DSZR,41/42,A 09:00 AM - 11:30 AM
"PHRM9510-
L",1,TBA,1/20,A 07:00 PM - 09:30 PM
PHRM9511,1,SNR,41/42,R 07:00 PM - 09:30 PM
"PHRM9511-
L",1,TBA,3/20,F 07:00 PM - 09:15 PM
PHRM9512,1,TBA,0/0,M 07:00 PM - 09:30 PM
PHRM9513,1,DRJA,42/45,T 07:00 PM - 09:30 PM
PHRM9515,1,FR,41/42,A 12:00 PM - 02:30 PM
PHRM9520,1,DCFH,18/40,W 07:00 PM - 09:30 PM
PHRM9521,1,TBA,10/40,W 07:00 PM - 09:30 PM
"PHRM9521-
L",1,TBA,0/0,S 07:00 PM - 09:30 PM
PHRM9522,1,DAAS,14/30,A 03:00 PM - 05:30 PM
PHRM9523,1,TBA,2/40,A 07:00 PM - 09:30 PM
"PHRM9523-
L",1,TBA,1/20,M 07:00 PM - 09:30 PM
PHRM9526,1,TBA,1/40,A 08:30 AM - 10:00 AM
PHRM9528,1,TBA,1/40,F 02:30 PM - 05:00 PM
PHRM9529,1,TBA,15/40,F 09:00 AM - 01:00 PM
PHRM9530,1,DSAI,44/45,S 07:00 PM - 09:30 PM
PHRM9531,1,TBA,2/40,F 09:00 AM - 01:00 PM
PHRM9532,1,DARI,10/40,R 07:00 PM - 09:30 PM
PHRM9533,1,FR,25/40,A 07:00 PM - 09:30 PM
PHRM9539,1,TBA,1/40,F 09:00 AM - 01:00 PM
PHRM9540,1,TBA,9/40,F 09:00 AM - 01:00 PM
EHS306,1,KNN,0/40,SR 03:10 PM - 04:40 PM
EHS307,1,TBA,0/40,MW 04:50 PM - 06:20 PM

EHS402,1,KNN,0/40,S 01:30 PM - 03:00 PM
EHS402,1,KNN,0/40,R 01:30 PM - 03:00 PM
EHS405,1,TBA,0/40,MW 08:30 AM - 10:00 AM
GEN7202,1,NAB,0/40,SR 10:10 AM - 11:40 AM
GEN7203,1,MRWS,0/40,MW 08:30 AM - 10:00 AM
GEN7203,2,KNN,0/40,MW 04:50 PM - 06:20 PM
GEN7203,3,MRWS,0/40,R 10:10 AM - 11:40 AM
GEN7203,3,MRWS,0/40,T 10:10 AM - 11:40 AM
GEN7203,4,KNN,0/40,TR 08:30 AM - 10:00 AM
GEN7205,1,MSML,0/40,MW 10:10 AM - 11:40 AM
GEN7205,2,RN,0/40,MW 11:50 AM - 01:20 PM
GEN7205,3,KNH,0/40,ST 01:30 PM - 03:00 PM
GEN7205,4,KNH,0/40,ST 04:50 PM - 06:20 PM
GEN7205,5,RTK,0/40,R 11:50 AM - 01:20 PM
GEN7205,5,RTK,0/40,T 11:50 AM - 01:20 PM
GEN7205,6,"MHASA
N",0/40,MW 01:30 PM - 03:00 PM
GEN7207,1,MSML,0/40,MW 08:30 AM - 10:00 AM
GEN7207,2,RN,0/40,MW 08:30 AM - 10:00 AM
GEN7207,3,"MHASA
N",0/40,MW 08:30 AM - 10:00 AM
GEN7208,1,DMLR,0/40,ST 01:30 PM - 03:00 PM
GEN7208,2,DMLR,0/40,ST 10:10 AM - 11:40 AM
GEN7208,3,DMMHT,0/40,MW 08:30 AM - 10:00 AM
GEN7209,1,RTK,0/40,MW 11:50 AM - 01:20 PM
GEN7210,1,EH,0/40,MW 11:50 AM - 01:20 PM

GEN7210,2,EH,0/40,MW 03:10 PM - 04:40 PM
GEN7211,1,DAMA,0/40,ST 08:30 AM - 10:00 AM
GEN7211,2,DAMA,0/40,ST 11:50 AM - 01:20 PM
GEN7214,1,TT,0/40,MW 10:10 AM - 11:40 AM
GEN7214,2,TT,0/40,ST 10:10 AM - 11:40 AM
GEN7224,1,DAAB,0/40,S 11:50 AM - 01:20 PM
GEN7224,1,DAAB,0/40,T 11:50 AM - 01:20 PM
GEN7224,2,DAAB,0/40,ST 01:30 PM - 03:00 PM
GEN7239,1,DMME,0/40,ST 08:30 AM - 10:00 AM
GEN7239,2,DMME,0/40,ST 11:50 AM - 01:20 PM
GEN7239,3,DMMHT,0/40,MW 11:50 AM - 01:20 PM
PHS301,1,DPAC,0/40,MW 11:50 AM - 01:20 PM
PHS302,1,DMZS,0/40,MW 10:10 AM - 11:40 AM
PHS303,1,DPAC,0/40,SR 04:50 PM - 06:20 PM
PHS304,1,DMZS,0/40,S 11:50 AM - 01:20 PM
PHS304,1,DMZS,0/40,R 11:50 AM - 01:20 PM
PHS305,1,DMZS,0/40,MW 11:50 AM - 01:20 PM
PHS306,1,DPAC,0/40,S 01:30 PM - 03:00 PM
PHS306,1,DPAC,0/40,R 01:30 PM - 03:00 PM
PHS307,1,RTK,0/40,MW 03:10 PM - 04:40 PM
PHS401,1,DAJF,0/40,TR 08:30 AM - 10:00 AM
PHS402,1,MBH,0/40,TR 11:50 AM - 01:20 PM
PHS404,1,TBA,0/40,MW 04:50 PM - 06:20 PM
PHS405,1,TBA,0/40,MW 04:50 PM - 06:20 PM

POP7201,1,DLN,0/40,MW 10:10 AM - 11:40 AM
POP7201,2,DLN,0/40,MW 01:30 PM - 03:00 PM
POP7202,1,DAJF,0/40,T 10:10 AM - 11:40 AM
POP7202,1,DAJF,0/40,R 10:10 AM - 11:40 AM
POP7203,1,TBA,0/40,MW 04:50 PM - 06:20 PM
PPHS205,1,DMHK,0/40,T 01:30 PM - 03:00 PM
PPHS205,1,DMHK,0/40,S 01:30 PM - 03:00 PM
PPHS205,2,DMHK,0/40,M 01:30 PM - 03:00 PM
PPHS205,2,DMHK,0/40,W 01:30 PM - 03:00 PM
PPHS206,1,DMZS,0/40,SR 08:30 AM - 10:00 AM
PPHS206,2,QMR,0/40,MW 04:50 PM - 06:20 PM
PPHS207,1,SHM,0/40,S 01:30 PM - 03:00 PM
PPHS207,1,SHM,0/40,T 01:30 PM - 03:00 PM
PPHS208,1,MBH,0/40,R 08:30 AM - 10:00 AM
PPHS208,1,MBH,0/40,T 08:30 AM - 10:00 AM
PPHS209,1,SHM,0/40,MW 01:30 PM - 03:00 PM
PPHS7101,1,SHM,0/40,MW 11:50 AM - 01:20 PM
PPHS7101,2,SHM,0/40,ST 11:50 AM - 01:20 PM
PPHS7102,1,DMHK,0/40,ST 10:10 AM - 11:40 AM
PPHS7102,2,QMR,0/40,S 03:10 PM - 04:40 PM
PPHS7102,2,QMR,0/40,R 03:10 PM - 04:40 PM
PPHS7103,1,MRWS,0/40,MW 11:50 AM - 01:20 PM
PPHS7103,2,TBA,0/40,T 08:30 AM - 10:00 AM
PPHS7103,2,TBA,0/40,S 08:30 AM - 10:00 AM

PPHS7104,1,NAZMIN,0/40,S 08:30 AM - 10:00 AM
PPHS7104,1,NAZMIN,0/40,R 08:30 AM - 10:00 AM
PPHS7104,2,NAZMIN,0/40,MW 03:10 PM - 04:40 PM
PPHS7105,1,QMR,0/40,TR 04:50 PM - 06:20 PM
PPHS7105,2,QMR,0/40,MW 03:10 PM - 04:40 PM
PPHS7106,1,"MHASA
N",0/40,S 03:10 PM - 04:40 PM
PPHS7106,1,"MHASA
N",0/40,R 03:10 PM - 04:40 PM
PPHS7106,2,"MHASA
N",0/40,R 01:30 PM - 03:00 PM
PPHS7106,2,"MHASA
N",0/40,S 01:30 PM - 03:00 PM
PPHS7201,1,KNN,0/40,SR 04:50 PM - 06:20 PM
PPHS7201,2,KNN,0/40,MW 08:30 AM - 10:00 AM
PPHS7202,1,RTK,0/40,R 10:10 AM - 11:40 AM
PPHS7202,1,RTK,0/40,T 10:10 AM - 11:40 AM
PPHS7202,2,RTK,0/40,TR 04:50 PM - 06:20 PM
PPHS7203,1,DMHK,0/40,MW 10:10 AM - 11:40 AM
PPHS7203,2,NAZMIN,0/40,SR 01:30 PM - 03:00 PM
PSS301,1,HTM,0/40,MW 04:50 PM - 06:20 PM
PSS302,1,TBA,0/40,MW 01:30 PM - 03:00 PM
PSS305,1,HTM,0/40,ST 08:30 AM - 10:00 AM
PSS305,2,HTM,0/40,T 01:30 PM - 03:00 PM
PSS305,2,HTM,0/40,R 01:30 PM - 03:00 PM
PSS306,1,MAMUN,0/40,SR 03:10 PM - 04:40 PM
PSS306,2,MAMUN,0/40,SR 04:50 PM - 06:20 PM
PSS401,1,TT,0/40,ST 01:30 PM - 03:00 PM

PSS404,1,MAMUN,0/40,MW 03:10 PM - 04:40 PM
SOC7101,1,DFM,0/0,MW 11:50 AM - 01:20 PM
SOC7101,2,RHN,0/0,S 01:30 PM - 03:00 PM
SOC7101,2,RHN,0/0,T 01:30 PM - 03:00 PM
SOC7101,3,IMF,0/40,SR 01:30 PM - 03:00 PM
SOC7101,4,RHN,0/40,MW 10:10 AM - 11:40 AM
SOC7101,5,DARK,0/40,TR 10:10 AM - 11:40 AM
SOC7101,6,"MASOO
M",0/40,MW 08:30 AM - 10:00 AM
SOC7101,7,HELAL,0/40,MW 03:10 PM - 04:40 PM
SOC7101,8,RPN,0/40,S 03:10 PM - 04:40 PM
SOC7101,8,RPN,0/40,T 03:10 PM - 04:40 PM
SOC7101,9,SBZ,0/40,SR 10:10 AM - 11:40 AM
SOC7101,10,IMF,0/40,MW 04:50 PM - 06:20 PM
SOC7102,1,DFM,0/40,MW 01:30 PM - 03:00 PM
SOC7102,2,HELAL,0/40,MW 11:50 AM - 01:20 PM
SOC7106,1,"MASOO
M",0/0,MW 10:10 AM - 11:40 AM
SOC7106,2,IMF,0/0,MW 03:10 PM - 04:40 PM
SOC7107,1,"MASOO
M",0/40,ST 03:10 PM - 04:40 PM
SOC7107,2,RHN,0/40,S 10:10 AM - 11:40 AM
SOC7107,2,RHN,0/40,T 10:10 AM - 11:40 AM
SOC7201,1,MOU,0/40,MW 10:10 AM - 11:40 AM
SOC7201,2,MZAN,0/40,MW 11:50 AM - 01:20 PM
SOC7202,1,SBZ,0/40,SR 01:30 PM - 03:00 PM
SOC7205,1,DARK,0/40,MW 08:30 AM - 10:00 AM

SOC7206,1,HELAL,0/40,S 11:50 AM - 01:20 PM
SOC7206,1,HELAL,0/40,R 11:50 AM - 01:20 PM
SOC7206,2,RPN,0/40,W 08:30 AM - 10:00 AM
SOC7206,2,RPN,0/40,M 08:30 AM - 10:00 AM
SOC7209,1,DARK,0/40,MW 10:10 AM - 11:40 AM
SOC7218,1,MZAN,0/40,SR 03:10 PM - 04:40 PM
SOC7218,2,RPN,0/40,MW 11:50 AM - 01:20 PM
SOC7219,1,"MASOO
M",0/40,ST 10:10 AM - 11:40 AM
SOC7220,1,HELAL,0/40,S 03:10 PM - 04:40 PM
SOC7220,1,HELAL,0/40,T 03:10 PM - 04:40 PM
SOC7220,2,RPN,0/40,R 08:30 AM - 10:00 AM
SOC7220,2,RPN,0/40,S 08:30 AM - 10:00 AM
SOC7302,1,SBZ,0/40,MW 04:50 PM - 06:20 PM
SOC7303,1,MZAN,0/40,S 11:50 AM - 01:20 PM
SOC7303,1,MZAN,0/40,R 11:50 AM - 01:20 PM
SOC7304,1,MOU,0/40,MW 01:30 PM - 03:00 PM
SOC7312,1,RHN,0/40,MW 11:50 AM - 01:20 PM
SOC7313,1,AIMU,0/40,S 10:10 AM - 11:40 AM
SOC7313,1,AIMU,0/40,T 10:10 AM - 11:40 AM
SOC7319,1,IMF,0/40,SR 03:10 PM - 04:40 PM
SOC7320,1,MOU,0/40,ST 01:30 PM - 03:00 PM
SOC7401,1,AIMU,0/40,ST 11:50 AM - 01:20 PM
SOC7406,1,MZAN,0/40,MW 03:10 PM - 04:40 PM
SOC7412,1,DARK,0/40,TR 08:30 AM - 10:00 AM

SOC7415,1,DFM,0/40,TR 01:30 PM - 03:00 PM
CHE108,1,TASMIA,0/30,S 01:30 PM - 03:30 PM
CHE108,1,TASMIA,0/30,MW 11:50 AM - 01:20 PM
CHE108,2,DMMTI,0/30,TR 10:10 AM - 11:40 AM
CHE108,2,DMMTI,0/30,R 01:30 PM - 03:30 PM
CHE108,3,MANI,0/30,W 08:00 AM - 10:00 AM
CHE108,3,MANI,0/30,ST 10:10 AM - 11:40 AM
CHE108,4,TASMIA,0/30,MW 03:10 PM - 04:40 PM
CHE108,4,TAN,0/30,W 10:10 AM - 12:10 PM
CHE108,5,DMRB,0/30,A 10:10 AM - 12:10 PM
CHE108,5,DMRB,0/30,MW 10:10 AM - 11:40 AM
CHE208,1,MTQI,0/30,S 08:00 AM - 10:00 AM
CHE208,1,MTQI,0/30,TR 01:30 PM - 03:00 PM
CHE208,2,MAHA,0/30,MW 10:10 AM - 11:40 AM
CHE208,2,MAHA,0/30,R 01:30 PM - 03:30 PM
CHE208,3,MANI,0/30,T 08:00 AM - 10:00 AM
CHE208,3,MANI,0/30,MW 11:50 AM - 01:20 PM
CHE208,4,TAN,0/30,MW 01:30 PM - 03:00 PM
CHE208,4,TAN,0/30,T 08:00 AM - 10:00 AM
GEB101,1,DMMK,0/40,ST 08:30 AM - 10:00 AM
GEB101,2,DABT,0/40,MW 11:50 AM - 01:20 PM
GEB101,3,DMRB,0/40,MW 08:30 AM - 10:00 AM
GEB101,4,DMHH,0/40,ST 01:30 PM - 03:00 PM
GEB101,5,TBA,0/40,TR 03:10 PM - 04:40 PM

GEB103,1,MTQI,0/40,MW 10:10 AM - 11:40 AM
GEB103,2,MANI,0/40,ST 01:30 PM - 03:00 PM
GEB103,3,TBA,0/40,MW 08:30 AM - 10:00 AM
GEB103,4,DMMTI,0/40,T 11:50 AM - 01:20 PM
GEB103,4,DMMTI,0/40,R 11:50 AM - 01:20 PM
GEB104,1,DMMB,0/30,TR 10:10 AM - 11:40 AM
GEB104,1,DMMB,0/30,S 10:10 AM - 12:10 PM
GEB104,2,RFM,0/30,M 01:30 PM - 03:30 PM
GEB104,2,RFM,0/30,ST 10:10 AM - 11:40 AM
GEB104,3,ZF,0/30,MW 10:10 AM - 11:40 AM
